date,store_id,item_id,cat_id,dept_id,actual,forecast
2016-05-20,CA_1,FOODS_1_002,FOODS,FOODS_1,1.0,0.54927516
2016-05-21,CA_1,FOODS_1_002,FOODS,FOODS_1,1.0,0.74982786
2016-05-22,CA_1,FOODS_1_002,FOODS,FOODS_1,2.0,0.81400734
2016-04-25,CA_1,FOODS_1_003,FOODS,FOODS_1,3.0,0.7462637
2016-04-26,CA_1,FOODS_1_003,FOODS,FOODS_1,1.0,0.6881255
2016-04-27,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.6944156
2016-04-28,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.64235926
2016-04-29,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.7189462
2016-04-30,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.90891707
2016-05-01,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.8969502
2016-05-02,CA_1,FOODS_1_003,FOODS,FOODS_1,3.0,0.6162874
2016-05-03,CA_1,FOODS_1_003,FOODS,FOODS_1,1.0,0.7282843
2016-05-04,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.7620442
2016-05-05,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.6894557
2016-05-06,CA_1,FOODS_1_003,FOODS,FOODS_1,1.0,0.7413726
2016-05-07,CA_1,FOODS_1_003,FOODS,FOODS_1,2.0,1.018956
2016-05-08,CA_1,FOODS_1_003,FOODS,FOODS_1,2.0,1.033631
2016-05-09,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.8417167
2016-05-10,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.7556579
2016-05-11,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.6786834
2016-05-12,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.64235926
2016-05-13,CA_1,FOODS_1_003,FOODS,FOODS_1,2.0,0.7354246
2016-05-14,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.9458455
2016-05-15,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.91307294
2016-05-16,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.6619158
2016-05-17,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.52322286
2016-05-18,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.5031028
2016-05-19,CA_1,FOODS_1_003,FOODS,FOODS_1,2.0,0.4879923
2016-05-20,CA_1,FOODS_1_003,FOODS,FOODS_1,2.0,0.63161576
2016-05-21,CA_1,FOODS_1_003,FOODS,FOODS_1,0.0,0.922413
2016-05-22,CA_1,FOODS_1_003,FOODS,FOODS_1,1.0,0.83279514
2016-04-25,CA_1,FOODS_1_004,FOODS,FOODS_1,0.0,0.032234434
2016-04-26,CA_1,FOODS_1_004,FOODS,FOODS_1,4.0,0.032234434
2016-04-27,CA_1,FOODS_1_004,FOODS,FOODS_1,5.0,1.7259306
2016-04-28,CA_1,FOODS_1_004,FOODS,FOODS_1,2.0,2.9700258
2016-04-29,CA_1,FOODS_1_004,FOODS,FOODS_1,6.0,2.1125886
2016-04-30,CA_1,FOODS_1_004,FOODS,FOODS_1,4.0,3.7589426
2016-05-01,CA_1,FOODS_1_004,FOODS,FOODS_1,6.0,4.0737543
2016-05-02,CA_1,FOODS_1_004,FOODS,FOODS_1,4.0,3.4940317
2016-05-03,CA_1,FOODS_1_004,FOODS,FOODS_1,3.0,3.6082659
2016-05-04,CA_1,FOODS_1_004,FOODS,FOODS_1,3.0,3.028534
2016-05-05,CA_1,FOODS_1_004,FOODS,FOODS_1,4.0,2.4874992
2016-05-06,CA_1,FOODS_1_004,FOODS,FOODS_1,2.0,2.892764
2016-05-07,CA_1,FOODS_1_004,FOODS,FOODS_1,3.0,3.8078895
2016-05-08,CA_1,FOODS_1_004,FOODS,FOODS_1,4.0,3.7787468
2016-05-09,CA_1,FOODS_1_004,FOODS,FOODS_1,0.0,2.8429763
2016-05-10,CA_1,FOODS_1_004,FOODS,FOODS_1,7.0,1.7882254
2016-05-11,CA_1,FOODS_1_004,FOODS,FOODS_1,7.0,2.3428948
2016-05-12,CA_1,FOODS_1_004,FOODS,FOODS_1,1.0,2.852236
2016-05-13,CA_1,FOODS_1_004,FOODS,FOODS_1,5.0,2.7048023
2016-05-14,CA_1,FOODS_1_004,FOODS,FOODS_1,6.0,3.8578293
2016-05-15,CA_1,FOODS_1_004,FOODS,FOODS_1,2.0,4.201503
2016-05-16,CA_1,FOODS_1_004,FOODS,FOODS_1,5.0,3.1316779
2016-05-17,CA_1,FOODS_1_004,FOODS,FOODS_1,1.0,2.8623075
2016-05-18,CA_1,FOODS_1_004,FOODS,FOODS_1,2.0,2.6486259
2016-05-19,CA_1,FOODS_1_004,FOODS,FOODS_1,1.0,2.480528
2016-05-20,CA_1,FOODS_1_004,FOODS,FOODS_1,1.0,2.7847676
2016-05-21,CA_1,FOODS_1_004,FOODS,FOODS_1,3.0,3.6336029
2016-05-22,CA_1,FOODS_1_004,FOODS,FOODS_1,4.0,3.6506236
2016-04-25,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.1761404
2016-04-26,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,1.0337398
2016-04-27,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,0.95866716
2016-04-28,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,0.9474654
2016-04-29,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.0125768
2016-04-30,CA_1,FOODS_1_005,FOODS,FOODS_1,3.0,1.3973202
2016-05-01,CA_1,FOODS_1_005,FOODS,FOODS_1,4.0,1.5134588
2016-05-02,CA_1,FOODS_1_005,FOODS,FOODS_1,2.0,1.46847
2016-05-03,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.2995923
2016-05-04,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.3198187
2016-05-05,CA_1,FOODS_1_005,FOODS,FOODS_1,4.0,1.338099
2016-05-06,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,1.58154
2016-05-07,CA_1,FOODS_1_005,FOODS,FOODS_1,3.0,1.6959252
2016-05-08,CA_1,FOODS_1_005,FOODS,FOODS_1,2.0,2.003952
2016-05-09,CA_1,FOODS_1_005,FOODS,FOODS_1,2.0,1.6284136
2016-05-10,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.4859535
2016-05-11,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.2665992
2016-05-12,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.2643267
2016-05-13,CA_1,FOODS_1_005,FOODS,FOODS_1,2.0,1.489197
2016-05-14,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.9183782
2016-05-15,CA_1,FOODS_1_005,FOODS,FOODS_1,11.0,1.9164453
2016-05-16,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,2.0656383
2016-05-17,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,1.4442313
2016-05-18,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,1.380353
2016-05-19,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,1.292154
2016-05-20,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,1.3183119
2016-05-21,CA_1,FOODS_1_005,FOODS,FOODS_1,0.0,1.6948025
2016-05-22,CA_1,FOODS_1_005,FOODS,FOODS_1,1.0,1.4264061
2016-04-25,CA_1,FOODS_1_006,FOODS,FOODS_1,1.0,1.7009199
2016-04-26,CA_1,FOODS_1_006,FOODS,FOODS_1,1.0,1.3246442
2016-04-27,CA_1,FOODS_1_006,FOODS,FOODS_1,4.0,1.4019527
2016-04-28,CA_1,FOODS_1_006,FOODS,FOODS_1,2.0,1.5356328
2016-04-29,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,1.6985816
2016-04-30,CA_1,FOODS_1_006,FOODS,FOODS_1,1.0,1.9859407
2016-05-01,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,2.248988
2016-05-02,CA_1,FOODS_1_006,FOODS,FOODS_1,3.0,1.4000827
2016-05-03,CA_1,FOODS_1_006,FOODS,FOODS_1,2.0,1.6246532
2016-05-04,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,1.625639
2016-05-05,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,1.2207155
2016-05-06,CA_1,FOODS_1_006,FOODS,FOODS_1,5.0,1.3311938
2016-05-07,CA_1,FOODS_1_006,FOODS,FOODS_1,3.0,1.9172121
2016-05-08,CA_1,FOODS_1_006,FOODS,FOODS_1,2.0,2.062609
2016-05-09,CA_1,FOODS_1_006,FOODS,FOODS_1,1.0,1.6610014
2016-05-10,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,1.4812322
2016-05-11,CA_1,FOODS_1_006,FOODS,FOODS_1,5.0,1.1832244
2016-05-12,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,1.4762489
2016-05-13,CA_1,FOODS_1_006,FOODS,FOODS_1,2.0,1.392056
2016-05-14,CA_1,FOODS_1_006,FOODS,FOODS_1,3.0,2.112226
2016-05-15,CA_1,FOODS_1_006,FOODS,FOODS_1,3.0,2.1737711
2016-05-16,CA_1,FOODS_1_006,FOODS,FOODS_1,7.0,1.6996893
2016-05-17,CA_1,FOODS_1_006,FOODS,FOODS_1,3.0,1.8033894
2016-05-18,CA_1,FOODS_1_006,FOODS,FOODS_1,3.0,1.8131537
2016-05-19,CA_1,FOODS_1_006,FOODS,FOODS_1,4.0,1.9074187
2016-05-20,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,2.4303455
2016-05-21,CA_1,FOODS_1_006,FOODS,FOODS_1,4.0,2.3120124
2016-05-22,CA_1,FOODS_1_006,FOODS,FOODS_1,0.0,2.7216744
2016-04-25,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.16517556
2016-04-26,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.16454162
2016-04-27,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.16426264
2016-04-28,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.11633305
2016-04-29,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.11421428
2016-04-30,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.16032414
2016-05-01,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.13553517
2016-05-02,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.10369099
2016-05-03,CA_1,FOODS_1_008,FOODS,FOODS_1,1.0,0.09024168
2016-05-04,CA_1,FOODS_1_008,FOODS,FOODS_1,1.0,0.16771601
2016-05-05,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.26108307
2016-05-06,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.23440638
2016-05-07,CA_1,FOODS_1_008,FOODS,FOODS_1,1.0,0.2432949
2016-05-08,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.32050282
2016-05-09,CA_1,FOODS_1_008,FOODS,FOODS_1,2.0,0.26108307
2016-05-10,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.36186287
2016-05-11,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.3551632
2016-05-12,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.28781277
2016-05-13,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.26524767
2016-05-14,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.30845022
2016-05-15,CA_1,FOODS_1_008,FOODS,FOODS_1,1.0,0.3007385
2016-05-16,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.26524767
2016-05-17,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.26529828
2016-05-18,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.25593147
2016-05-19,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.222247
2016-05-20,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.2242567
2016-05-21,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.28062323
2016-05-22,CA_1,FOODS_1_008,FOODS,FOODS_1,0.0,0.27897742
2016-04-25,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,0.026170105
2016-04-26,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,0.026170105
2016-04-27,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,0.026170105
2016-04-28,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,0.47730163
2016-04-29,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,0.5746563
2016-04-30,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,0.7704666
2016-05-01,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,0.8623994
2016-05-02,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,0.46345034
2016-05-03,CA_1,FOODS_1_009,FOODS,FOODS_1,4.0,0.51757103
2016-05-04,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,1.3999436
2016-05-05,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,0.97568834
2016-05-06,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,0.5453032
2016-05-07,CA_1,FOODS_1_009,FOODS,FOODS_1,4.0,0.6314899
2016-05-08,CA_1,FOODS_1_009,FOODS,FOODS_1,5.0,1.2049638
2016-05-09,CA_1,FOODS_1_009,FOODS,FOODS_1,2.0,1.4093559
2016-05-10,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,1.626032
2016-05-11,CA_1,FOODS_1_009,FOODS,FOODS_1,3.0,1.1952592
2016-05-12,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,1.3109915
2016-05-13,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,1.1976836
2016-05-14,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,1.5753273
2016-05-15,CA_1,FOODS_1_009,FOODS,FOODS_1,2.0,1.4791732
2016-05-16,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,1.137134
2016-05-17,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,0.91685027
2016-05-18,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,0.90592897
2016-05-19,CA_1,FOODS_1_009,FOODS,FOODS_1,1.0,0.8696055
2016-05-20,CA_1,FOODS_1_009,FOODS,FOODS_1,0.0,0.97662055
2016-05-21,CA_1,FOODS_1_009,FOODS,FOODS_1,4.0,1.2028966
2016-05-22,CA_1,FOODS_1_009,FOODS,FOODS_1,3.0,1.508778
2016-04-25,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.25712812
2016-04-26,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.2525628
2016-04-27,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.24918446
2016-04-28,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.24533167
2016-04-29,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.25263882
2016-04-30,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.34362984
2016-05-01,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.32992724
2016-05-02,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.17419447
2016-05-03,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.1718004
2016-05-04,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.16916542
2016-05-05,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.12595172
2016-05-06,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.12434236
2016-05-07,CA_1,FOODS_1_010,FOODS,FOODS_1,1.0,0.14791745
2016-05-08,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.23432447
2016-05-09,CA_1,FOODS_1_010,FOODS,FOODS_1,1.0,0.16867685
2016-05-10,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.22087239
2016-05-11,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.19762474
2016-05-12,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.17608102
2016-05-13,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.17455484
2016-05-14,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.22383204
2016-05-15,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.2225346
2016-05-16,CA_1,FOODS_1_010,FOODS,FOODS_1,2.0,0.16801855
2016-05-17,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.25028393
2016-05-18,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.2219393
2016-05-19,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.22139117
2016-05-20,CA_1,FOODS_1_010,FOODS,FOODS_1,2.0,0.22092134
2016-05-21,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.4835483
2016-05-22,CA_1,FOODS_1_010,FOODS,FOODS_1,0.0,0.48274198
2016-04-25,CA_1,FOODS_1_011,FOODS,FOODS_1,2.0,1.1498951
2016-04-26,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,1.0148726
2016-04-27,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.93450326
2016-04-28,CA_1,FOODS_1_011,FOODS,FOODS_1,1.0,0.8409527
2016-04-29,CA_1,FOODS_1_011,FOODS,FOODS_1,2.0,0.935963
2016-04-30,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,1.2407722
2016-05-01,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,1.1271325
2016-05-02,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.81199014
2016-05-03,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.7051855
2016-05-04,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.7001543
2016-05-05,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.59889907
2016-05-06,CA_1,FOODS_1_011,FOODS,FOODS_1,1.0,0.5746296
2016-05-07,CA_1,FOODS_1_011,FOODS,FOODS_1,1.0,1.0312469
2016-05-08,CA_1,FOODS_1_011,FOODS,FOODS_1,3.0,1.0348253
2016-05-09,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.96804535
2016-05-10,CA_1,FOODS_1_011,FOODS,FOODS_1,2.0,0.75631726
2016-05-11,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.7760921
2016-05-12,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.72535074
2016-05-13,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.80450445
2016-05-14,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,1.0853745
2016-05-15,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.9446428
2016-05-16,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.6725477
2016-05-17,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.5576542
2016-05-18,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.42818856
2016-05-19,CA_1,FOODS_1_011,FOODS,FOODS_1,2.0,0.35401443
2016-05-20,CA_1,FOODS_1_011,FOODS,FOODS_1,0.0,0.60742456
2016-05-21,CA_1,FOODS_1_011,FOODS,FOODS_1,2.0,0.68623555
2016-05-22,CA_1,FOODS_1_011,FOODS,FOODS_1,1.0,0.76755875
2016-04-25,CA_1,FOODS_1_012,FOODS,FOODS_1,3.0,2.6894965
2016-04-26,CA_1,FOODS_1_012,FOODS,FOODS_1,2.0,2.3428948
2016-04-27,CA_1,FOODS_1_012,FOODS,FOODS_1,4.0,2.2726417
2016-04-28,CA_1,FOODS_1_012,FOODS,FOODS_1,3.0,2.3383718
2016-04-29,CA_1,FOODS_1_012,FOODS,FOODS_1,2.0,2.6472375
2016-04-30,CA_1,FOODS_1_012,FOODS,FOODS_1,1.0,3.4099298
2016-05-01,CA_1,FOODS_1_012,FOODS,FOODS_1,3.0,3.6351113
2016-05-02,CA_1,FOODS_1_012,FOODS,FOODS_1,1.0,2.8843365
2016-05-03,CA_1,FOODS_1_012,FOODS,FOODS_1,6.0,2.504683
2016-05-04,CA_1,FOODS_1_012,FOODS,FOODS_1,0.0,2.6837494
2016-05-05,CA_1,FOODS_1_012,FOODS,FOODS_1,1.0,2.007788
2016-05-06,CA_1,FOODS_1_012,FOODS,FOODS_1,6.0,2.7060382
2016-05-07,CA_1,FOODS_1_012,FOODS,FOODS_1,0.0,3.5457482
2016-05-08,CA_1,FOODS_1_012,FOODS,FOODS_1,2.0,2.6749032
2016-05-09,CA_1,FOODS_1_012,FOODS,FOODS_1,0.0,2.7732382
2016-05-10,CA_1,FOODS_1_012,FOODS,FOODS_1,3.0,1.841774
2016-05-11,CA_1,FOODS_1_012,FOODS,FOODS_1,4.0,1.9862592
2016-05-12,CA_1,FOODS_1_012,FOODS,FOODS_1,0.0,2.0111723
2016-05-13,CA_1,FOODS_1_012,FOODS,FOODS_1,2.0,2.1157286
2016-05-14,CA_1,FOODS_1_012,FOODS,FOODS_1,1.0,3.1258137
2016-05-15,CA_1,FOODS_1_012,FOODS,FOODS_1,0.0,3.1038094
2016-05-16,CA_1,FOODS_1_012,FOODS,FOODS_1,1.0,1.5483109
2016-05-17,CA_1,FOODS_1_012,FOODS,FOODS_1,4.0,1.7216908
2016-05-18,CA_1,FOODS_1_012,FOODS,FOODS_1,7.0,1.9297708
2016-05-19,CA_1,FOODS_1_012,FOODS,FOODS_1,6.0,2.0082867
2016-05-20,CA_1,FOODS_1_012,FOODS,FOODS_1,5.0,2.5866873
2016-05-21,CA_1,FOODS_1_012,FOODS,FOODS_1,3.0,3.5612094
2016-05-22,CA_1,FOODS_1_012,FOODS,FOODS_1,8.0,3.5351958
2016-04-25,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,2.5898871
2016-04-26,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,1.9152446
2016-04-27,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,1.9121863
2016-04-28,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,1.6823115
2016-04-29,CA_1,FOODS_1_013,FOODS,FOODS_1,3.0,1.550887
2016-04-30,CA_1,FOODS_1_013,FOODS,FOODS_1,1.0,2.9058793
2016-05-01,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,2.7555125
2016-05-02,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,1.4816333
2016-05-03,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,1.1324953
2016-05-04,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,0.88488543
2016-05-05,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,0.77019286
2016-05-06,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,0.6892968
2016-05-07,CA_1,FOODS_1_013,FOODS,FOODS_1,3.0,0.79529977
2016-05-08,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,2.3730485
2016-05-09,CA_1,FOODS_1_013,FOODS,FOODS_1,0.0,0.983227
2016-05-10,CA_1,FOODS_1_013,FOODS,FOODS_1,5.0,0.97592247
2016-05-11,CA_1,FOODS_1_013,FOODS,FOODS_1,3.0,1.3801221
